Year,State,TotalCount,pop1000,epi_rate,division,region
1930,WISCONSIN,24073,2950,8160.338983050848,East North Central,North Central
1930,WYOMING,768,226,3398.2300884955753,Mountain,West
1931,ALABAMA,10650,2649,4020.3850509626272,East South Central,South
1931,ARIZONA,2158,429,5030.30303030303,Mountain,West
1931,ARKANSAS,952,1848,515.1515151515151,West South Central,South
1931,CALIFORNIA,32996,5824,5665.521978021978,Pacific,West
1931,COLORADO,6656,1056,6303.030303030303,Mountain,West
1931,CONNECTICUT,18371,1628,11284.398034398035,New England,Northeast
1931,DELAWARE,3197,242,13210.743801652892,South Atlantic,South
1931,FLORIDA,6369,1493,4265.907568653717,South Atlantic,South
1931,GEORGIA,4040,2924,1381.668946648427,South Atlantic,South
1931,IDAHO,131,454,288.54625550660796,Mountain,West
1931,ILLINOIS,53774,7687,6995.446858332249,East North Central,North Central
1931,INDIANA,23864,3257,7326.988025790605,East North Central,North Central
1931,IOWA,977,2482,393.63416599516523,West North Central,North Central
1931,KANSAS,1885,1881,1002.126528442318,West North Central,North Central
1931,KENTUCKY,5105,2652,1924.9622926093514,East South Central,South
1931,LOUISIANA,387,2124,182.20338983050846,West South Central,South
1931,MAINE,3651,807,4524.163568773234,New England,Northeast
1931,MARYLAND,21107,1657,12738.080869040434,South Atlantic,South
1931,MASSACHUSETTS,19552,4248,4602.636534839925,New England,Northeast
1931,MICHIGAN,7865,4798,1639.2246769487288,East North Central,North Central
1931,MINNESOTA,5212,2614,1993.8791124713084,West North Central,North Central
1931,MISSOURI,16925,3711,4560.765292374023,West North Central,North Central
1931,MONTANA,2322,540,4300,Mountain,West
1931,NEBRASKA,387,1384,279.6242774566474,West North Central,North Central
1931,NEVADA,15,94,159.5744680851064,Mountain,West
1931,NEW HAMPSHIRE,1697,470,3610.6382978723404,New England,Northeast
1931,NEW JERSEY,21952,4120,5328.155339805825,Middle Atlantic,Northeast
1931,NEW MEXICO,1461,436,3350.9174311926604,Mountain,West
1931,NEW YORK,61743,12848,4805.650684931507,Middle Atlantic,Northeast
1931,NORTH CAROLINA,17348,3184,5448.492462311558,South Atlantic,South
1931,NORTH DAKOTA,1045,680,1536.764705882353,West North Central,North Central
1931,OHIO,25948,6694,3876.3071407230354,East North Central,North Central
1931,OKLAHOMA,860,2403,357.885975863504,West South Central,South
1931,OREGON,3061,966,3168.737060041408,Pacific,West
1931,PENNSYLVANIA,100196,9707,10322.035644380345,Middle Atlantic,Northeast
1931,RHODE ISLAND,4529,681,6650.513950073422,New England,Northeast
1931,SOUTH CAROLINA,3903,1753,2226.4689104392473,South Atlantic,South
1931,SOUTH DAKOTA,1904,694,2743.5158501440924,West North Central,North Central
1931,TENNESSEE,6597,2657,2482.875423409861,East South Central,South
1931,TEXAS,2942,5907,498.05315727103437,West South Central,South
1931,UTAH,198,513,385.96491228070175,Mountain,West
1931,VERMONT,1207,359,3362.1169916434537,New England,Northeast
1931,VIRGINIA,6733,2445,2753.7832310838444,South Atlantic,South
1931,WASHINGTON,4068,1581,2573.055028462998,Pacific,West
1931,WEST VIRGINIA,5144,1740,2956.3218390804595,South Atlantic,South
1931,WISCONSIN,20070,2990,6712.374581939799,East North Central,North Central
1931,WYOMING,139,229,606.9868995633187,Mountain,West
1932,ALABAMA,310,2653,116.84885035808519,East South Central,South
1932,ARIZONA,91,426,213.6150234741784,Mountain,West
1932,ARKANSAS,112,1836,61.00217864923747,West South Central,South
1932,CALIFORNIA,18199,5894,3087.7163216830677,Pacific,West
1932,COLORADO,3837,1066,3599.437148217636,Mountain,West
1932,CONNECTICUT,6343,1637,3874.7709224190594,New England,Northeast
1932,DELAWARE,62,245,253.0612244897959,South Atlantic,South
1932,FLORIDA,248,1521,163.0506245890861,South Atlantic,South
1932,GEORGIA,1257,2935,428.2793867120954,South Atlantic,South
1932,IDAHO,100,459,217.8649237472767,Mountain,West
1932,ILLINOIS,26112,7736,3375.387797311272,East North Central,North Central
1932,INDIANA,3541,3281,1079.2441328863151,East North Central,North Central
1932,IOWA,192,2489,77.13941341904379,West North Central,North Central
1932,KANSAS,8229,1883,4370.1540095592145,West North Central,North Central
1932,KENTUCKY,1999,2676,747.0104633781764,East South Central,South
1932,LOUISIANA,1952,2155,905.800464037123,West South Central,South
1932,MAINE,11108,815,13629.447852760735,New England,Northeast
1932,MARYLAND,1343,1678,800.357568533969,South Atlantic,South
1932,MASSACHUSETTS,25811,4259,6060.342803474994,New England,Northeast
1932,MICHIGAN,60439,4780,12644.142259414226,East North Central,North Central
1932,MINNESOTA,2966,2646,1120.9372637944066,West North Central,North Central
1932,MISSOURI,2002,3746,534.4367325146824,West North Central,North Central
1932,MONTANA,7069,540,13090.74074074074,Mountain,West
1932,NEBRASKA,487,1386,351.37085137085137,West North Central,North Central
1932,NEVADA,6,96,62.5,Mountain,West
1932,NEW HAMPSHIRE,757,474,1597.0464135021095,New England,Northeast
1932,NEW JERSEY,17094,4120,4149.0291262135925,Middle Atlantic,Northeast
1932,NEW MEXICO,1825,441,4138.321995464852,Mountain,West
1932,NEW YORK,72438,13001,5571.725251903699,Middle Atlantic,Northeast
1932,NORTH CAROLINA,14648,3227,4539.200495816548,South Atlantic,South
1932,NORTH DAKOTA,3013,676,4457.100591715976,West North Central,North Central
1932,OHIO,54240,6717,8075.033497096918,East North Central,North Central
1932,OKLAHOMA,1252,2394,522.9741019214703,West South Central,South
1932,OREGON,7270,972,7479.423868312758,Pacific,West
1932,PENNSYLVANIA,51772,9764,5302.335108562064,Middle Atlantic,Northeast
1932,RHODE ISLAND,9970,677,14726.735598227475,New England,Northeast
1932,SOUTH CAROLINA,4258,1748,2435.9267734553778,South Atlantic,South
1932,SOUTH DAKOTA,1010,692,1459.5375722543354,West North Central,North Central
1932,TENNESSEE,1943,2711,716.7097012172629,East South Central,South
1932,TEXAS,4993,5961,837.6111390706258,West South Central,South
1932,UTAH,112,517,216.63442940038686,Mountain,West
1932,VERMONT,4364,358,12189.944134078212,New England,Northeast
1932,VIRGINIA,1514,2452,617.4551386623165,South Atlantic,South
1932,WASHINGTON,17170,1584,10839.646464646465,Pacific,West
1932,WEST VIRGINIA,12871,1747,7367.487120778477,South Atlantic,South
1932,WISCONSIN,47664,3021,15777.557100297914,East North Central,North Central
1932,WYOMING,557,230,2421.7391304347825,Mountain,West
1933,ALABAMA,2224,2661,835.7760240511086,East South Central,South
1933,ARIZONA,1312,426,3079.81220657277,Mountain,West
1933,ARKANSAS,6859,1854,3699.5685005393743,West South Central,South
1933,CALIFORNIA,35840,5963,6010.39745094751,Pacific,West
1933,COLORADO,447,1071,417.3669467787115,Mountain,West
1933,CONNECTICUT,6300,1642,3836.7844092570035,New England,Northeast
1933,DELAWARE,352,248,1419.3548387096776,South Atlantic,South
1933,FLORIDA,1008,1552,649.4845360824743,South Atlantic,South
1933,GEORGIA,6096,2950,2066.4406779661017,South Atlantic,South
1933,IDAHO,1176,464,2534.4827586206893,Mountain,West
1933,ILLINOIS,20781,7768,2675.205973223481,East North Central,North Central
1933,INDIANA,5940,3304,1797.820823244552,East North Central,North Central
1933,IOWA,977,2495,391.5831663326653,West North Central,North Central
1933,KANSAS,7892,1877,4204.58177943527,West North Central,North Central
1933,KENTUCKY,1954,2698,724.2401779095626,East South Central,South
1933,LOUISIANA,1122,2178,515.1515151515151,West South Central,South
1933,MAINE,139,821,169.30572472594397,New England,Northeast
1933,MARYLAND,762,1694,449.82290436835893,South Atlantic,South
1933,MASSACHUSETTS,24571,4282,5738.206445586175,New England,Northeast
1933,MICHIGAN,32800,4780,6861.9246861924685,East North Central,North Central
1933,MINNESOTA,27992,2673,10472.128694350917,West North Central,North Central
1933,MISSOURI,9185,3773,2434.402332361516,West North Central,North Central
1933,MONTANA,2599,541,4804.066543438077,Mountain,West
1933,NEBRASKA,2808,1385,2027.436823104693,West North Central,North Central
1933,NEVADA,3,96,31.25,Mountain,West
1933,NEW HAMPSHIRE,1180,477,2473.7945492662475,New England,Northeast
1933,NEW JERSEY,38007,4107,9254.200146092036,Middle Atlantic,Northeast
1933,NEW MEXICO,761,449,1694.877505567929,Mountain,West
1933,NEW YORK,74621,13126,5684.97638275179,Middle Atlantic,Northeast
1933,NORTH CAROLINA,20472,3268,6264.38188494492,South Atlantic,South
1933,NORTH DAKOTA,2800,674,4154.302670623146,West North Central,North Central
1933,OHIO,23340,6740,3462.908011869436,East North Central,North Central
1933,OKLAHOMA,3181,2392,1329.8494983277592,West South Central,South
1933,OREGON,2919,978,2984.6625766871166,Pacific,West
1933,PENNSYLVANIA,42372,9784,4330.744071954211,Middle Atlantic,Northeast
1933,RHODE ISLAND,65,675,96.29629629629629,New England,Northeast
1933,SOUTH CAROLINA,6897,1752,3936.6438356164385,South Atlantic,South
1933,SOUTH DAKOTA,2818,690,4084.0579710144925,West North Central,North Central
1933,TENNESSEE,5117,2747,1862.7593738623953,East South Central,South
1933,TEXAS,24553,6014,4082.6405054871966,West South Central,South
1933,UTAH,5026,520,9665.384615384615,Mountain,West
1933,VERMONT,1527,357,4277.310924369748,New England,Northeast
1933,VIRGINIA,11315,2460,4599.59349593496,South Atlantic,South
1933,WASHINGTON,4500,1592,2826.6331658291456,Pacific,West
1933,WEST VIRGINIA,6882,1752,3928.0821917808216,South Atlantic,South
1933,WISCONSIN,11699,3040,3848.3552631578946,East North Central,North Central
1933,WYOMING,618,230,2686.9565217391305,Mountain,West
1934,ALABAMA,18272,2685,6805.214152700186,East South Central,South
1934,ARIZONA,1028,428,2401.8691588785045,Mountain,West
1934,ARKANSAS,8572,1878,4564.430244941427,West South Central,South
1934,CALIFORNIA,31061,6060,5125.577557755776,Pacific,West
1934,COLORADO,21147,1075,19671.627906976744,Mountain,West
1934,CONNECTICUT,6511,1650,3946.0606060606065,New England,Northeast
1934,DELAWARE,4109,250,16436,South Atlantic,South
1934,FLORIDA,11428,1585,7210.094637223975,South Atlantic,South
1934,GEORGIA,27062,2964,9130.229419703104,South Atlantic,South
1934,IDAHO,1249,473,2640.5919661733615,Mountain,West
1934,ILLINOIS,57797,7772,7436.567164179104,East North Central,North Central
1934,INDIANA,27830,3319,8385.055739680627,East North Central,North Central
1934,IOWA,12282,2510,4893.2270916334655,West North Central,North Central
1934,KANSAS,11222,1868,6007.494646680942,West North Central,North Central
1934,KENTUCKY,14054,2722,5163.115356355621,East South Central,South
1934,LOUISIANA,5783,2202,2626.2488646684833,West South Central,South
1934,MAINE,706,829,851.6284680337757,New England,Northeast
1934,MARYLAND,27103,1710,15849.707602339182,South Atlantic,South
1934,MASSACHUSETTS,52836,4305,12273.170731707318,New England,Northeast
1934,MICHIGAN,9162,4798,1909.545644018341,East North Central,North Central
1934,MINNESOTA,10671,2695,3959.5547309833028,West North Central,North Central
1934,MISSOURI,20564,3784,5434.460887949261,West North Central,North Central
1934,MONTANA,2485,545,4559.633027522936,Mountain,West
1934,NEBRASKA,7181,1382,5196.092619392185,West North Central,North Central
1934,NEVADA,66,98,673.469387755102,Mountain,West
1934,NEW HAMPSHIRE,4727,480,9847.916666666666,New England,Northeast
1934,NEW JERSEY,17632,4089,4312.056737588652,Middle Atlantic,Northeast
1934,NEW MEXICO,3665,461,7950.108459869848,Mountain,West
1934,NEW YORK,39669,13253,2993.2090847355316,Middle Atlantic,Northeast
1934,NORTH CAROLINA,57410,3304,17375.90799031477,South Atlantic,South
1934,NORTH DAKOTA,5891,672,8766.369047619048,West North Central,North Central
1934,OHIO,37240,6751,5516.219819286031,East North Central,North Central
1934,OKLAHOMA,9528,2391,3984.943538268507,West South Central,South
1934,OREGON,2158,985,2190.8629441624366,Pacific,West
1934,PENNSYLVANIA,107031,9795,10927.105666156202,Middle Atlantic,Northeast
1934,RHODE ISLAND,453,675,671.1111111111111,New England,Northeast
1934,SOUTH CAROLINA,11377,1760,6464.204545454545,South Atlantic,South
1934,SOUTH DAKOTA,10156,682,14891.49560117302,West North Central,North Central
1934,TENNESSEE,22216,2784,7979.885057471264,East South Central,South
1934,TEXAS,29807,6053,4924.335040475797,West South Central,South
1934,UTAH,17119,522,32795.01915708812,Mountain,West
1934,VERMONT,1393,357,3901.9607843137255,New England,Northeast
1934,VIRGINIA,34159,2485,13746.076458752515,South Atlantic,South
1934,WASHINGTON,11016,1610,6842.23602484472,Pacific,West
1934,WEST VIRGINIA,4960,1771,2800.677583286279,South Atlantic,South
1934,WISCONSIN,44463,3054,14558.93909626719,East North Central,North Central
1934,WYOMING,2216,233,9510.729613733905,Mountain,West
1935,ALABAMA,8015,2719,2947.7749172489885,East South Central,South
1935,ARIZONA,575,434,1324.8847926267283,Mountain,West
1935,ARKANSAS,2002,1890,1059.2592592592594,West South Central,South
1935,CALIFORNIA,35350,6175,5724.6963562753035,Pacific,West
1935,COLORADO,19996,1078,18549.16512059369,Mountain,West
1935,CONNECTICUT,31358,1666,18822.32893157263,New England,Northeast
1935,DELAWARE,1252,252,4968.253968253968,South Atlantic,South
1935,FLORIDA,1713,1613,1061.9962802231867,South Atlantic,South
1935,GEORGIA,97,2955,32.82571912013536,South Atlantic,South
1935,IDAHO,942,481,1958.4199584199584,Mountain,West
1935,ILLINOIS,80971,7797,10384.891624983968,East North Central,North Central
1935,INDIANA,11487,3332,3447.478991596639,East North Central,North Central
1935,IOWA,26008,2524,10304.278922345484,West North Central,North Central
1935,KANSAS,31569,1872,16863.78205128205,West North Central,North Central
1935,KENTUCKY,19597,2748,7131.368267831151,East South Central,South
1935,LOUISIANA,3448,2228,1547.576301615799,West South Central,South
1935,MAINE,7357,836,8800.23923444976,New England,Northeast
1935,MARYLAND,2520,1729,1457.48987854251,South Atlantic,South
1935,MASSACHUSETTS,18210,4343,4192.954179138845,New England,Northeast
1935,MICHIGAN,111413,4838,23028.730880529147,East North Central,North Central
1935,MINNESOTA,45114,2717,16604.343025395658,West North Central,North Central
1935,MISSOURI,15365,3798,4045.550289626119,West North Central,North Central
1935,MONTANA,9976,550,18138.181818181816,Mountain,West
1935,NEBRASKA,9794,1375,7122.909090909091,West North Central,North Central
1935,NEVADA,18,100,180,Mountain,West
1935,NEW HAMPSHIRE,247,481,513.5135135135134,New England,Northeast
1935,NEW JERSEY,39800,4085,9742.96205630355,Middle Atlantic,Northeast
1935,NEW MEXICO,777,475,1635.7894736842104,Mountain,West
1935,NEW YORK,83454,13375,6239.551401869159,Middle Atlantic,Northeast
1935,NORTH CAROLINA,10312,3323,3103.219981944026,South Atlantic,South
1935,NORTH DAKOTA,1902,670,2838.8059701492534,West North Central,North Central
1935,OHIO,49305,6787,7264.623545012524,East North Central,North Central
1935,OKLAHOMA,2545,2386,1066.6387259010896,West South Central,South
1935,OREGON,9736,1001,9726.273726273726,Pacific,West
1935,PENNSYLVANIA,104244,9774,10665.438919582566,Middle Atlantic,Northeast
1935,RHODE ISLAND,6864,678,10123.893805309734,New England,Northeast
1935,SOUTH CAROLINA,850,1769,480.49745618993785,South Atlantic,South
1935,SOUTH DAKOTA,1349,674,2001.4836795252227,West North Central,North Central
1935,TENNESSEE,1502,2798,536.8120085775554,East South Central,South
1935,TEXAS,3949,6123,644.9452882573902,West South Central,South
1935,UTAH,425,526,807.9847908745247,Mountain,West
1935,VERMONT,2124,357,5949.579831932773,New England,Northeast
1935,VIRGINIA,22867,2520,9074.20634920635,South Atlantic,South
1935,WASHINGTON,14481,1629,8889.50276243094,Pacific,West
1935,WEST VIRGINIA,12559,1794,7000.557413600892,South Atlantic,South
1935,WISCONSIN,59225,3070,19291.530944625407,East North Central,North Central
1935,WYOMING,2212,237,9333.333333333334,Mountain,West
1936,ALABAMA,588,2743,214.3638352169158,East South Central,South
1936,ARIZONA,2376,443,5363.431151241535,Mountain,West
1936,ARKANSAS,107,1892,56.553911205073994,West South Central,South
1936,CALIFORNIA,64931,6341,10239.86752878095,Pacific,West
1936,COLORADO,1046,1090,959.6330275229358,Mountain,West
1936,CONNECTICUT,4269,1672,2553.2296650717703,New England,Northeast
1936,DELAWARE,1655,253,6541.501976284585,South Atlantic,South
1936,FLORIDA,490,1651,296.78982434887945,South Atlantic,South
1936,GEORGIA,43,2978,14.439220953660174,South Atlantic,South
1936,IDAHO,1527,495,3084.848484848485,Mountain,West
1936,ILLINOIS,1722,7840,219.64285714285714,East North Central,North Central
1936,INDIANA,829,3348,247.61051373954598,East North Central,North Central
1936,IOWA,285,2509,113.59107214029494,West North Central,North Central
1936,KANSAS,472,1869,252.54146602461208,West North Central,North Central
1936,KENTUCKY,2703,2768,976.5173410404624,East South Central,South
1936,LOUISIANA,1972,2246,878.0053428317009,West South Central,South
1936,MAINE,8919,840,10617.857142857141,New England,Northeast
1936,MARYLAND,7185,1745,4117.4785100286535,South Atlantic,South
1936,MASSACHUSETTS,36189,4355,8309.758897818598,New England,Northeast
1936,MICHIGAN,3321,4889,679.2800163632645,East North Central,North Central
1936,MINNESOTA,11029,2734,4034.016093635699,West North Central,North Central
1936,MISSOURI,711,3801,187.05603788476716,West North Central,North Central
1936,MONTANA,484,554,873.6462093862816,Mountain,West
1936,NEBRASKA,1300,1358,957.2901325478646,West North Central,North Central
1936,NEW HAMPSHIRE,1161,481,2413.7214137214137,New England,Northeast
1936,NEW JERSEY,9964,4084,2439.7649363369246,Middle Atlantic,Northeast
1936,NEW MEXICO,1263,489,2582.8220858895706,Mountain,West
1936,NEW YORK,67472,13481,5004.96995771827,Middle Atlantic,Northeast
1936,NORTH CAROLINA,2651,3346,792.2893006575015,South Atlantic,South
1936,NORTH DAKOTA,138,664,207.83132530120483,West North Central,North Central
1936,OHIO,12897,6801,1896.3387737097485,East North Central,North Central
1936,OKLAHOMA,394,2365,166.59619450317126,West South Central,South
1936,OREGON,11765,1025,11478.048780487805,Pacific,West
1936,PENNSYLVANIA,35717,9767,3656.9059076482035,Middle Atlantic,Northeast
1936,RHODE ISLAND,2442,686,3559.7667638483963,New England,Northeast
1936,SOUTH CAROLINA,1122,1781,629.9831555306008,South Atlantic,South
1936,SOUTH DAKOTA,232,666,348.34834834834834,West North Central,North Central
1936,TENNESSEE,1953,2791,699.7491938373342,East South Central,South
1936,TEXAS,9900,6192,1598.8372093023256,West South Central,South
1936,UTAH,1066,527,2022.7703984819736,Mountain,West
1936,VERMONT,12146,357,34022.40896358543,New England,Northeast
1936,VIRGINIA,3429,2552,1343.652037617555,South Atlantic,South
1936,WASHINGTON,11203,1653,6777.374470659407,Pacific,West
1936,WEST VIRGINIA,1615,1808,893.2522123893806,South Atlantic,South
1936,WISCONSIN,4328,3082,1404.2829331602854,East North Central,North Central
1936,WYOMING,139,240,579.1666666666667,Mountain,West
1937,ALABAMA,900,2762,325.8508327299059,East South Central,South
1937,ARIZONA,3793,453,8373.068432671082,Mountain,West
1937,ARKANSAS,403,1903,211.7708880714661,West South Central,South
1937,CALIFORNIA,6380,6528,977.328431372549,Pacific,West
1937,COLORADO,1917,1104,1736.413043478261,Mountain,West
1937,CONNECTICUT,11201,1678,6675.208581644815,New England,Northeast
1937,DELAWARE,2494,254,9818.897637795277,South Atlantic,South
1937,FLORIDA,828,1709,484.4938560561732,South Atlantic,South
1937,GEORGIA,286,3037,94.17188014487982,South Atlantic,South
1937,IDAHO,1239,507,2443.7869822485204,Mountain,West
1937,ILLINOIS,18086,7857,2301.8963981163292,East North Central,North Central
1937,INDIANA,11231,3374,3328.6899822169535,East North Central,North Central
1937,IOWA,355,2498,142.11369095276223,West North Central,North Central
1937,KANSAS,1057,1856,569.5043103448277,West North Central,North Central
1937,KENTUCKY,8671,2784,3114.5833333333335,East South Central,South
1937,LOUISIANA,554,2257,245.4585733274258,West South Central,South
1937,MAINE,1162,842,1380.0475059382422,New England,Northeast
1937,MARYLAND,12353,1754,7042.759407069555,South Atlantic,South
1937,MASSACHUSETTS,25380,4358,5823.7723726480035,New England,Northeast
1937,MICHIGAN,9185,4968,1848.8325281803543,East North Central,North Central
1937,MINNESOTA,800,2746,291.33284777858705,West North Central,North Central
1937,MISSISSIPPI,0,2086,0,East South Central,South
1937,MISSOURI,7186,3794,1894.043226146547,West North Central,North Central
1937,MONTANA,758,554,1368.231046931408,Mountain,West
1937,NEBRASKA,488,1339,364.45108289768484,West North Central,North Central
1937,NEW HAMPSHIRE,2033,481,4226.611226611227,New England,Northeast
1937,NEW JERSEY,54524,4088,13337.57338551859,Middle Atlantic,Northeast
1937,NEW MEXICO,2749,503,5465.208747514911,Mountain,West
1937,NEW YORK,30221,13511,2236.7700392272964,Middle Atlantic,Northeast
1937,NORTH CAROLINA,7719,3385,2280.3545051698675,South Atlantic,South
1937,NORTH DAKOTA,64,655,97.70992366412213,West North Central,North Central
1937,OHIO,38149,6809,5602.731678660596,East North Central,North Central
1937,OKLAHOMA,1246,2334,533.847472150814,West South Central,South
1937,OREGON,500,1048,477.0992366412214,Pacific,West
1937,PENNSYLVANIA,48561,9790,4960.2655771195105,Middle Atlantic,Northeast
1937,RHODE ISLAND,4714,694,6792.507204610951,New England,Northeast
1937,SOUTH CAROLINA,1875,1802,1040.5105438401777,South Atlantic,South
1937,SOUTH DAKOTA,68,656,103.65853658536585,West North Central,North Central
1937,TENNESSEE,4319,2795,1545.2593917710199,East South Central,South
1937,TEXAS,17185,6250,2749.6,West South Central,South
1937,UTAH,3002,529,5674.8582230623815,Mountain,West
1937,VERMONT,1403,356,3941.011235955056,New England,Northeast
1937,VIRGINIA,11060,2590,4270.27027027027,South Atlantic,South
1937,WASHINGTON,2398,1681,1426.5318262938727,Pacific,West
1937,WEST VIRGINIA,2187,1813,1206.2879205736347,South Atlantic,South
1937,WISCONSIN,3205,3088,1037.8886010362694,East North Central,North Central
1937,WYOMING,170,243,699.5884773662552,Mountain,West
1938,ALABAMA,16746,2787,6008.611410118407,East South Central,South
1938,ARIZONA,604,466,1296.137339055794,Mountain,West
1938,ARKANSAS,7778,1928,4034.232365145228,West South Central,South
1938,CALIFORNIA,24751,6656,3718.5997596153848,Pacific,West
1938,COLORADO,13756,1112,12370.503597122302,Mountain,West
1938,CONNECTICUT,1586,1684,941.8052256532067,New England,Northeast
1938,DELAWARE,688,257,2677.0428015564203,South Atlantic,South
1938,FLORIDA,10711,1771,6047.995482778091,South Atlantic,South
1938,GEORGIA,12211,3091,3950.501455839534,South Atlantic,South
1938,IDAHO,778,513,1516.5692007797272,Mountain,West
1938,ILLINOIS,127935,7866,16264.30205949657,East North Central,North Central
1938,INDIANA,23646,3386,6983.461311281748,East North Central,North Central
1938,IOWA,7858,2494,3150.7618283881316,West North Central,North Central
1938,KANSAS,12663,1842,6874.592833876221,West North Central,North Central
1938,KENTUCKY,14689,2800,5246.071428571428,East South Central,South
1938,LOUISIANA,1101,2285,481.83807439824943,West South Central,South
1938,MAINE,4012,843,4759.193357058126,New England,Northeast
1938,MARYLAND,2329,1766,1318.7995469988675,South Atlantic,South
1938,MASSACHUSETTS,15088,4365,3456.586483390607,New England,Northeast
1938,MICHIGAN,109041,5056,21566.653481012658,East North Central,North Central
1938,MINNESOTA,9872,2753,3585.9062840537595,West North Central,North Central
1938,MISSISSIPPI,0,2127,0,East South Central,South
1938,MISSOURI,20551,3781,5435.334567574715,West North Central,North Central
1938,MONTANA,3007,552,5447.463768115942,Mountain,West
1938,NEBRASKA,4257,1326,3210.4072398190046,West North Central,North Central
1938,NEW HAMPSHIRE,1246,485,2569.072164948454,New England,Northeast
1938,NEW JERSEY,28543,4100,6961.707317073171,Middle Atlantic,Northeast
1938,NEW MEXICO,2521,513,4914.230019493178,Mountain,West
1938,NEW YORK,71685,13512,5305.284191829485,Middle Atlantic,Northeast
1938,NORTH CAROLINA,49440,3440,14372.093023255815,South Atlantic,South
1938,NORTH DAKOTA,6741,647,10418.85625965997,West North Central,North Central
1938,OHIO,56078,6837,8202.135439520256,East North Central,North Central
1938,OKLAHOMA,3832,2324,1648.881239242685,West South Central,South
1938,OREGON,1332,1067,1248.3598875351454,Pacific,West
1938,PENNSYLVANIA,146467,9952,14717.343247588424,Middle Atlantic,Northeast
1938,RHODE ISLAND,76,694,109.51008645533142,New England,Northeast
1938,SOUTH CAROLINA,7647,1834,4169.574700109051,South Atlantic,South
1938,SOUTH DAKOTA,1256,649,1935.2850539291217,West North Central,North Central
1938,TENNESSEE,15192,2821,5385.3243530662885,East South Central,South
1938,TEXAS,5630,6301,893.5089668306618,West South Central,South
1938,UTAH,10705,535,20009.345794392524,Mountain,West
1938,VERMONT,4443,356,12480.337078651684,New England,Northeast
1938,VIRGINIA,15254,2638,5782.410917361638,South Atlantic,South
1938,WASHINGTON,1585,1698,933.4511189634865,Pacific,West
1938,WEST VIRGINIA,13024,1828,7124.72647702407,South Atlantic,South
1938,WISCONSIN,104450,3098,33715.300193673334,East North Central,North Central
1938,WYOMING,613,246,2491.8699186991867,Mountain,West
1939,ALABAMA,4613,2814,1639.3034825870648,East South Central,South
1939,ARIZONA,485,484,1002.0661157024792,Mountain,West
1939,ARKANSAS,1868,1948,958.9322381930184,West South Central,South
1939,CALIFORNIA,85576,6785,12612.52763448784,Pacific,West
1939,COLORADO,8327,1120,7434.821428571428,Mountain,West
1939,CONNECTICUT,23069,1696,13602.004716981131,New England,Northeast
1939,DELAWARE,234,263,889.7338403041824,South Atlantic,South
1939,FLORIDA,3909,1836,2129.0849673202615,South Atlantic,South
1939,GEORGIA,3474,3120,1113.4615384615386,South Atlantic,South
1939,IDAHO,2309,521,4431.861804222649,Mountain,West
1939,ILLINOIS,1740,7890,220.53231939163499,East North Central,North Central
1939,INDIANA,642,3403,188.6570672935645,East North Central,North Central
1939,IOWA,5300,2520,2103.1746031746034,West North Central,North Central
1939,KANSAS,2439,1824,1337.171052631579,West North Central,North Central
1939,KENTUCKY,1343,2825,475.39823008849555,East South Central,South
1939,LOUISIANA,4887,2334,2093.8303341902315,West South Central,South
1939,MAINE,1805,846,2133.569739952719,New England,Northeast
1939,MARYLAND,13561,1793,7563.301728945901,South Atlantic,South
1939,MASSACHUSETTS,30812,4347,7088.106740280654,New England,Northeast
1939,MICHIGAN,14078,5156,2730.4111714507367,East North Central,North Central
1939,MINNESOTA,20612,2771,7438.469866474197,West North Central,North Central
1939,MISSISSIPPI,0,2168,0,East South Central,South
1939,MISSOURI,455,3783,120.27491408934708,West North Central,North Central
1939,MONTANA,9925,555,17882.88288288288,Mountain,West
1939,NEBRASKA,5365,1318,4070.561456752656,West North Central,North Central
1939,NEW HAMPSHIRE,260,490,530.6122448979593,New England,Northeast
1939,NEW JERSEY,1445,4129,349.9636715911843,Middle Atlantic,Northeast
1939,NEW MEXICO,722,523,1380.4971319311662,Mountain,West
1939,NEW YORK,51991,13523,3844.6350661835395,Middle Atlantic,Northeast
1939,NORTH CAROLINA,21353,3514,6076.55093910074,South Atlantic,South
1939,NORTH DAKOTA,3322,644,5158.385093167702,West North Central,North Central
1939,OHIO,1963,6886,285.07115887307583,East North Central,North Central
1939,OKLAHOMA,5134,2333,2200.600085726532,West South Central,South
1939,OREGON,2251,1081,2082.331174838113,Pacific,West
1939,PENNSYLVANIA,5621,9901,567.7204322795677,Middle Atlantic,Northeast
1939,RHODE ISLAND,1830,701,2610.5563480741794,New England,Northeast
1939,SOUTH CAROLINA,677,1872,361.64529914529913,South Atlantic,South
1939,SOUTH DAKOTA,7902,645,12251.162790697676,West North Central,North Central
1939,TENNESSEE,2174,2874,756.4370215727209,East South Central,South
1939,TEXAS,9465,6360,1488.2075471698113,West South Central,South
1939,UTAH,3432,543,6320.441988950276,Mountain,West
1939,VERMONT,2241,358,6259.776536312849,New England,Northeast
1939,VIRGINIA,16202,2670,6068.16479400749,South Atlantic,South
1939,WASHINGTON,32404,1715,18894.460641399415,Pacific,West
1939,WEST VIRGINIA,507,1868,271.41327623126335,South Atlantic,South
1939,WISCONSIN,20081,3121,6434.155719320731,East North Central,North Central
